WattleOS RLS Security Audit — Full Report
Executive Summary
186 tables across 66 migrations. 186 ENABLE ROW LEVEL SECURITY statements — every table has RLS enabled. However, the audit uncovered 6 CRITICAL issues, 5 HIGH issues, and numerous MEDIUM/LOW findings across RLS policies, SECURITY DEFINER functions, and server-side admin client usage.

CRITICAL FINDINGS
CRITICAL 1: fee_notice_deliveries — RLS NOT ENABLED
Migration 00045 — This table has no ALTER TABLE ... ENABLE ROW LEVEL SECURITY statement. Any authenticated user can read/write all delivery records across all tenants. Contains parent contact data and fee amounts.

CRITICAL 2: oauth_state_tokens — Wide-open ALL policy
Migration 00048 — The ALL policy uses USING(true) WITH CHECK(true) without restricting to service_role. Any authenticated user can INSERT/UPDATE/DELETE any tenant's OAuth CSRF tokens. This is a session hijack vector.

CRITICAL 3: create_class_broadcast() — SECURITY DEFINER with no tenant validation
Migration 00006 — This function accepts p_tenant_id as a parameter and uses it directly to insert into message_threads, messages, and message_recipients. It bypasses RLS. A caller can inject data into any tenant's messaging system (which handles child/family communications).

CRITICAL 4: checkRatioBreaches() / checkIncidentNqaEscalations() — Exported as public server actions with no auth
Files: ratios.ts, incidents.ts — Use admin client to query ALL tenants' ratio breaches and serious incidents (including child injury/abuse reports). Exported as "use server" functions callable by any user. Platform-wide exposure of child safety data.

CRITICAL 5: retryWebhookEvent() — No tenant scoping on admin client
File: webhooks.ts — Looks up webhook events by ID only, no .eq("tenant_id", ...). A staff member at Tenant A could retry a webhook belonging to Tenant B, potentially triggering cross-tenant payment processing.

CRITICAL 6: resolveRecipientIds() — Missing tenant_id on admin client queries
File: push-notifications.ts — Queries class_enrollments and program_bookings by class_id/program_id only, no tenant filter. Could leak guardian IDs across tenants and send notifications to wrong-school parents.

HIGH FINDINGS
HIGH 1: LIMIT 1 multi-tenant pattern — Non-deterministic tenant scoping
13+ tables across migrations 00040, 00059, 00060, 00062, 00063, 00064 use:


tenant_id = (SELECT tenant_id FROM tenant_members WHERE user_id = auth.uid() LIMIT 1)
For users belonging to multiple tenants, LIMIT 1 without ORDER BY is non-deterministic. The user could be scoped to the wrong tenant, seeing School A's data while logged into School B. Affected tables include naplan_domain_results (student academic results), visitor_sign_in_records, contractor_sign_in_records, and all accreditation tables.

HIGH 2: notification_delivery_log / notification_topic_prefs — No tenant scoping
Migration 00031 — SELECT policy is user_id = auth.uid() only. A multi-tenant user sees delivery logs and notification preferences from ALL their tenants, not just the current one.

HIGH 3: counsellor_case_notes — Permission check is app-layer only
Migration 00018 — RLS policy is tenant_id = current_tenant_id() with no permission gate. Any authenticated user in the tenant can read all counsellor case notes (professional privilege material) if they bypass the app layer.

HIGH 4: tuckshop_* tables (5 tables) — RLS enabled, zero policies
Migration 00046 — All 5 tuckshop tables have RLS enabled but NO policies defined. This means all access is denied (including via anon key). Only service_role can access. If any feature tries to use the regular Supabase client, it silently fails. tuckshop_order_items also has no tenant_id column.

HIGH 5: next_invoice_number() — SECURITY DEFINER leaks invoice count
Migration 00028 — Accepts any p_tenant_id, bypasses RLS. Caller can learn invoice count for any school.

FULL TABLE AUDIT
Table	Migration	RLS	Policies	Tenant-Scoped	Issues
Add production guard to demo mode — a one-line fix in isDemoMode()

WattleOS NDB Scheme Readiness Audit
Status: NOT READY for production with sensitive student data

OVERALL VERDICT
Area	Status	Severity
Incident Response Plan	RED — not documented	CRITICAL
Breach Detection (anomaly)	RED — not implemented	HIGH
Failed Login Monitoring	RED — not implemented	HIGH
Security Monitoring/Alerting	RED — no Sentry, no alerts	CRITICAL
Breach Scope Determination	GREEN — excellent audit logs	✅
Tenant Kill Switch	GREEN — is_active flag, instant	✅
Rate Limiting (public)	GREEN — Upstash Redis, well-tiered	✅
XSS/CSRF/SQL Injection	GREEN — CSP headers, parameterized queries, Zod	✅
Input Validation	GREEN — Zod on ~50+ actions	✅
Force-Logout All Sessions	AMBER — single-user works, no bulk revoke	HIGH
API Key Revocation	AMBER — manual via Supabase dashboard	MEDIUM
1. Incident Response Plan — CRITICAL GAP
No IRP exists. DEPLOYMENT_CHECKLIST.md mentions a "24h SLA for serious incidents" but has no procedures.

A compliant IRP must contain:

Definition — what constitutes a notifiable breach under the Privacy Act 1988 (personal info + risk of serious harm)
Detection triggers — automated alerts (see §7) + manual report pathway
Containment steps — tenant kill switch, force-logout, API key rotation
Scope determination — how to use audit logs to identify affected schools/students
Notification timeline — 30-day window to notify OAIC + affected individuals
Escalation chain — Security Lead → CEO → OAIC notification (Form NDB-1)
Communication templates — pre-drafted email to affected schools/parents
Post-incident review — root cause + remediation
2. Breach Detection — PARTIAL
Rate limiting is well-implemented via Upstash Redis (src/lib/utils/rate-limit.ts):

Tier	Limit	Window	Covers
public_write	5	15m	Inquiry forms, enrollment
public_read	20	5m	Token validation, tour slots
auth_action	10	15m	URL-based invitations
authenticated_llm	30	1m	AI endpoint (cost control)
Missing:

No failed login attempt tracking — no table, no alerts after repeated failures
No brute-force lockout
No anomaly detection (bulk export, after-hours access, unusual IP)
Authenticated staff endpoints have no rate limits (by design, but bulk export endpoints should be protected)
3. Breach Scope Determination — EXCELLENT
The audit logging in src/lib/actions/audit-logs.ts is comprehensive:

Records tenant_id, user_id, action, entity_type, entity_id, created_at, plus _ip, _user_agent, _role, _sensitivity in metadata
Filterable by school, student, user, action, sensitivity level, and date range
CSV export (exportAuditLogsCsv) for handing to OAIC
Can answer "which schools/students were affected" post-breach
Gap: No documented retention policy. NDB investigations require logs to be available for months. Confirm audit logs are retained for at least 1 year.

4. Force-Logout — PARTIAL
src/lib/actions/auth.ts handles single-user logout and tenant-switching cleanly. No force-logout-all endpoint exists.

To add: an endpoint using Supabase Admin API (auth.admin.updateUserById(userId, { ban_duration: 'none' }) to disable) or refresh token revocation. Should require SUPERADMIN role and log to audit trail.

5. API Key Revocation — MANUAL
Service role key is environment-only (not in code). Revocation requires:

Supabase Dashboard → Project Settings → Regenerate key
Redeploy with new key
Time to revoke: ~5 min. Document this procedure explicitly in your IRP — if the service role key is exposed, those 5 minutes matter.

6. Tenant Kill Switch — SOLID
tenants.is_active flag in supabase/migrations/00001_foundation.sql with RLS enforcement across all 40+ tables. Single SQL update takes a school offline in under a second without affecting other tenants. All data is preserved.

7. Security Monitoring & Alerting — CRITICAL GAP
No error tracking service (Sentry, etc.) is installed. No real-time alerts exist for:

Unhandled exceptions
High error rates
Critical audit log events (bulk deletes, medical record access, etc.)
Auth failures
The monthly manual audit log review in DEPLOYMENT_CHECKLIST.md is insufficient for NDB compliance — a breach can cause serious harm within hours, not a month.

Minimum needed:

Sentry — catch unhandled errors, alert on spikes
Audit log webhook — trigger Slack/PagerDuty alert on sensitivity = 'critical' events or anomalous patterns
8. Rate Limiting Coverage
Webhook endpoints (/api/webhooks/stripe, /api/webhooks/sms) rely on signature verification only — acceptable since sources are trusted. Cron routes are protected by CRON_SECRET. The main gap is no rate limiting on bulk data export endpoints for authenticated staff, which could be used for DoS or data harvesting.

9. SQL Injection / XSS / CSRF — STRONG
All DB access via Supabase JS client (parameterized automatically) — no raw SQL concatenation found
CSP headers in src/proxy.ts with nonce-based script policy, frame-ancestors 'none', object-src 'none'
dangerouslySetInnerHTML found in 3 places (newsletter body only, editor-generated — acceptable)
CSRF protected via Next.js Server Actions (same-site cookies) and OAuth state parameter
The one CSP weakness: style-src 'unsafe-inline' — required for Tailwind, acceptable but worth noting.

10. Input Validation — MOSTLY SOLID
Zod schemas on ~50+ server actions, magic-byte file validation in src/lib/utils/file-validation.ts (verifies actual file content, not just extension). Not all 94+ server actions have been confirmed — a full sweep is warranted.

NDB Tooling: What Exists to Support 30-Day Notification
Requirement	Tooling Available
Detect breach	Manual only — no automated detection
Determine scope	Audit logs with CSV export
Contain breach	Tenant kill switch + manual user disable
Notify affected individuals	No tooling — needs IRP + comms templates
Notify OAIC	No tooling — needs IRP with escalation steps
Document investigation	Audit logs + CSV export
Priority Actions
Immediate (before go-live):

Write an Incident Response Plan — even a 2-page document is better than nothing
Integrate Sentry
Add failed login tracking + lockout after 10 attempts
Define and document audit log retention policy (minimum 1 year)
Week 1–2:
5. Build force-logout endpoint using Supabase Admin API
6. Add critical audit log webhook → Slack/PagerDuty
7. Rate-limit bulk export endpoints

Week 3–4:
8. Anomaly detection (bulk access, after-hours, unusual IP)
9. DR drill including audit log restore test
10. Add Zod validation sweep across remaining server actions

The architecture is solid — RLS, multi-tenancy, audit logging, CSP headers are all done right. The gaps are operational (monitoring, alerting, documented procedures) rather than structural. Estimated 4–6 weeks to reach defensible NDB compliance.
WattleOS — Data Retention & Privacy Compliance Audit
Australian Education Regulation 2013 + Privacy Act (APPs)
Audit date: 28 March 2026 | Read-only code analysis | 71 tables, 66 migrations, 40+ action files

What WattleOS Is
Multi-tenant Montessori SIS (Student Information System) for Australian schools. Next.js 16 + Supabase PostgreSQL, multi-tenant RLS isolation, Stripe billing. Explicitly targets NQS, ACARA, and Education Regulation compliance.

1. Automated Data Retention / Expiry Logic
Finding: No automated purge exists. Zero.

Active cron jobs alert only — they never delete:

Cron	Schedule	Action
incident-escalation-check/route.ts	Hourly	Alerts if serious incident not escalated to NQA ITS within 24h
medication-expiry-check/route.ts	Daily 7am AEST	Alerts on plans expiring in 30 days (no purge)
ratio-breach-check/route.ts	Periodic	Educator:child ratio breach alerts
No TTL fields (retention_until, purge_at, expires_at) exist on any student or regulatory table. Only temporary tokens have expires_at.

Compliance risk: The legal page at data-processing/page.tsx:322–329 promises permanent deletion within 120 days of subscription termination. There is no cron job, batch process, or admin tool to execute this promise.

2. Can a School Admin Delete a Student's Record?
Yes — soft delete only.

students.ts:513–564 — deleteStudent():

Sets students.deleted_at = now()
Cascades to enrollments: sets enrollments.deleted_at = now(), status = 'withdrawn'
Logs an audit entry: STUDENT_DELETED
Does not touch observations, incidents, medical records, attendance
This is a soft delete. The row stays in the database.

3. Is Soft-Deleted Data Actually Inaccessible?
Mostly yes, but with caveats.

All SELECT queries filter WHERE deleted_at IS NULL. Indexes enforce this:


CREATE INDEX idx_roles_tenant ON roles (tenant_id) WHERE deleted_at IS NULL;
But:

A service_role key (used in Edge Functions) bypasses RLS entirely — deleted data is visible at that level
PITR backup restoration would restore deleted records
Supabase dashboard (direct DB access) shows all rows including soft-deleted ones
No column-level encryption on deleted rows — data sits plainly in the table
Specific gap: Parents access their child's data via is_guardian_of() RLS function, which checks guardians.deleted_at IS NULL. So a deleted student's guardian loses portal access, but the underlying data is still present and accessible to platform admins.

4. Subject Access Request (APP 12) — Parent Access to All Data
Finding: Not implemented.

No /api/sar, /api/data-request, or /api/export endpoint exists. The privacy policy references APPs rights but there is no automated mechanism.

What parents can do: read-only portal access to their child's portfolio, observations, daily care logs, and attendance via the is_guardian_of() RLS guard. No ability to download or export.

Compliance gap: APP 12 requires providing access within 30 days of request. Currently this would require manual intervention by Ecodia staff with direct DB access.

5. Data Correction Mechanism (APP 13)
Finding: Partial — no formal workflow.

What exists:

All tables have updated_at auto-updated via trigger
School admins can edit student records directly (no correction log)
deleteStudent() soft-deletes + re-insert is the de facto "correction" pattern
audit.ts logs actions but not before/after field values — no diff
What's missing:

No "correction request" form or workflow
No column-level change history — you can see that a record was updated at a timestamp, not what changed
No amendment trail (original value → corrected value → approver)
6. Data Export in Portable Format
Finding: PDF reports only — CSV/JSON not implemented.

report-export.ts:87–200 — exportReportToPdf(): generates term reports as PDF via @react-pdf/renderer, uploads to Supabase Storage, returns a 1-hour signed URL.

data-processing/page.tsx:458 states: "provide data export functionality in standard formats (CSV, JSON) prior to deletion upon request" — this is promised but not built.

No bulk student data export, no JSON dump of a student's complete record, no CSV attendance export.

7. School Churn — What Happens to Their Data?
Finding: Policy exists, implementation does not.

The tenants table has no deleted_at column and no DELETE RLS policy. There is no offboarding route, no cascade deletion, no automated purge process.

Legal commitment from data-processing/page.tsx:322–329:

90-day grace period → export window
Permanent deletion from production + backups within 120 days of termination
School may request earlier deletion (30-day turnaround)
Written confirmation of deletion provided

None of this is automated. A school churning today would require Ecodia to manually:

Export data
Run DELETE queries across all tables filtered by tenant_id
Wait for backup rotation
Confirm deletion
The ON DELETE CASCADE on tenant_id foreign keys means a single hard-delete of the tenant would cascade to all child records — but that would also bypass the hard-delete triggers protecting incidents, observations, and medications (those triggers are per-table BEFORE DELETE, not cascade-aware).

8. Backups and Deletion Persistence
Finding: Deleted records persist in backups. This is documented but not technically mitigated.

From data-processing/page.tsx:291–292:

Daily automated backups, Sydney region (AWS RDS / Supabase)
PITR (Point-In-Time Recovery) capability
Backups deleted within 30 days of bulk data deletion
The problem: Soft-deleted records (deleted_at = now()) exist in every daily backup taken after deletion. PITR can restore any point before the deletion. The 30-day backup expiry after bulk deletion (school churn) is the only stated protection — but this isn't automated either.

For individual record deletions (single student), there is no mechanism to ensure that record is purged from backups. It will persist in PITR snapshots for the backup retention window.

Bottom line: A parent who exercises their erasure right under the Privacy Act cannot have their data fully removed until the backup window expires — and the system has no way to prove when that happens.

9. Orphaned Data
Finding: Low risk by design, one specific gap.

Most foreign keys default to RESTRICT (no explicit ON DELETE clause), preventing orphans. The universal soft-delete pattern means parent records are rarely hard-deleted.

One confirmed orphan risk:


sign_in_out_records → students(id) ON DELETE CASCADE
Kiosk sign-in records are auto-deleted if a student is hard-deleted. In practice this is blocked by the soft-delete pattern, but the cascade is structurally present.

Soft-delete orphan scenario: A student is soft-deleted. Their daily_care_entries (FK enrollment_id, no CASCADE) persist with a reference to an enrollment that is also soft-deleted. These records are invisible in the UI but accumulate in the DB. No cleanup function exists.

No cleanup_orphaned_records() function, no batch job, no scheduled cleanup.

10. Are Attendance & Enrolment Records Protected from Premature Deletion?
Finding: Partially — no 7-year floor enforced in code.

What protects these records:

attendance_records has no deleted_at column — there is no soft-delete path exposed for attendance. You cannot delete attendance records from the UI.
enrollments uses soft-delete; deleteStudent() withdraws them but doesn't hard-delete
Both tables have RESTRICT foreign keys preventing orphaning
What's missing:

No 7-year retention floor — a school admin could theoretically delete enrollment records for a student who left last year (soft-delete), and after school offboarding those records would be purged within 120 days
No code checks created_at > now() - interval '7 years' before allowing deletion
No retention_until or retain_until column to enforce the legal minimum
The hard-delete trigger (prevent_hard_delete()) at 00052_hard_delete_prevention.sql protects incidents, observations, medications, and audit logs — but NOT enrollments or attendance records
Data Lifecycle Map

Collection → Supabase PostgreSQL (tenant-isolated via RLS)
           ↓
Storage   → All tables; soft-delete pattern (deleted_at)
           → Hard-delete blocked on: incidents, observations,
             medications, audit_logs, counsellor_case_notes
           ↓
Access    → School admins: full CRUD via app
           → Parents: read-only portal (is_guardian_of() RLS)
           → Platform admins: service_role (bypasses RLS)
           ↓
Modification → updated_at trigger; audit_logs records action
             → No column-level diff / change history
           ↓
Archival  → None — no archive tier, no cold storage
           ↓
Deletion  → Individual: soft-delete (UI) or hard-delete (blocked by trigger)
           → Tenant offboarding: MANUAL only; legal promises 120-day purge
           ↓
Backups   → Daily PITR snapshots, Sydney region
           → Deleted data persists in backups
           → Purged 30 days after bulk deletion (not automated)
Compliance Summary
Requirement	Status	Notes
Reg 87 — Incident register	✅ Compliant	Hard-delete blocked; 24h escalation alerts
Reg 93/94 — Medication records	✅ Compliant	Hard-delete blocked; immutable
Reg 123 — Educator:child ratios	✅ Compliant	ratio_logs tracked with alerts
7-year retention floor (AER 2013)	❌ Not enforced	No retention_until field; no floor check before deletion
APP 12 — Access to personal information	❌ Not implemented	No SAR endpoint; manual only
APP 13 — Correction of personal information	⚠️ Partial	Edit allowed; no formal correction workflow or diff trail
School offboarding data destruction	❌ Not implemented	Legal promise exists; no automation
Data export (CSV/JSON)	❌ Not implemented	PDF only; promised but not built
Backup coverage of deletions	⚠️ Documented gap	30-day backup expiry policy stated; not automated
Tenant RLS isolation	✅ Compliant	current_tenant_id() enforced everywhere
Audit trail	✅ Partial	Actions logged; no before/after field diffs
Critical Gaps to Address
7-year retention floor — Add a DB constraint or application check preventing soft-deletion of enrollment/attendance records younger than 7 years. Add retain_until column populated at creation (created_at + 7 years).

School offboarding automation — Build a tenant offboarding process: 90-day read-only mode → bulk export → scheduled purge cron → deletion confirmation logged to audit.

SAR endpoint — Build /api/data-request that exports all records for a given student as JSON/CSV, filterable by date range, accessible to guardians and school admins.

Soft-delete audit trail — Add deleted_by UUID and deletion_reason TEXT columns to students, enrollments, and other critical tables so deletions are attributed.

Data correction workflow — Implement column-level change history (or at minimum a JSONB previous_values snapshot) on student and enrollment records so APP 13 corrections are traceable.

Here is the full audit report:

WattleOS — Supply Chain & Data Compliance Audit
Mapped to APP 8 (Cross-border disclosure) and ST4S requirements. Date: 2026-03-28

1. NPM Vulnerability Audit
npm audit found 7 vulnerabilities (4 HIGH, 3 MODERATE, 0 critical).

Package	Severity	Issue	In Prod?
next@16.1.6	MODERATE	CSRF bypass on null-origin for Server Actions & HMR websocket — GHSA-mq59-m269-xvcx, GHSA-jcc7-9wpm-mj36	YES
flatted	HIGH	Prototype pollution + unbounded recursion DoS via parse() — GHSA-rf6f-7fwh-wjgh	Transitive
minimatch	HIGH	ReDoS via repeated wildcards — GHSA-3ppc-4f35-3m26	Transitive
picomatch	HIGH	ReDoS + method injection — GHSA-3v7f-55p6-f55p	Transitive
tar	HIGH	Hardlink + symlink path traversal — GHSA-qffp-2rhf-9h96	Transitive (CLI/build)
ajv	MODERATE	ReDoS via $data option — GHSA-2g4f-4pwh-qvx6	Transitive
brace-expansion	MODERATE	Process hang / memory exhaustion — GHSA-f886-m6hf-6m8v	Transitive (multiple)
Action required: Upgrade next to >=16.1.7 immediately — this is a direct prod dependency with a CSRF vulnerability.

The remaining HIGH/MODERATE issues are all transitive (inside @capacitor/cli, eslint, build tooling) and are not reachable at runtime in the deployed app. Still worth running npm update to clear them.

2. External Services Inventory
Supabase — Database, Auth, Storage, Realtime
Data sent: All application data (student records, staff, health/medical data, incidents, billing, documents). Auth tokens and session cookies.
Region: Not determinable from code alone — the project config.toml has id = "your-project-ref" (placeholder). You must confirm your Supabase project region in the Supabase dashboard. AP-Southeast-2 (Sydney) is available and recommended for AU data residency.
Certifications: Supabase holds SOC 2 Type II. ISO 27001 not listed. GDPR-compliant. No explicit AU Privacy Act compliance statement.
APP 8 flag: If region is US-East (default for free/new projects), sensitive health and student data is leaving Australia without explicit consent disclosures. Verify and document the region.
Resend — Transactional Email
Data sent: Recipient email addresses, names, notification content (admission alerts, invitations). No health data appears to flow through email based on code review.
Region: US-based (Resend infrastructure is US/EU via AWS SES). No AU region option.
Certifications: SOC 2 Type II (in progress as of late 2025 — verify current status).
APP 8 flag: Email addresses and names are sent to a US service. Must be disclosed in privacy policy.
Stripe — Payment Processing
Data sent: Customer name/email, billing amounts, invoice data, BECS Direct Debit bank details (BSB/account), refund records.
Region: US-headquartered, data processed via AWS US-East and EU. Australian entity: Stripe Australia Pty Ltd.
Certifications: PCI DSS Level 1, SOC 2 Type II, ISO 27001.
APP 8 flag: Bank details flow to Stripe's US infrastructure. Stripe's AU entity and standard agreements provide adequate cross-border mechanisms for PCI/financial data, but must be in privacy policy.
OpenAI — LLM & Embeddings
Data sent: User queries to "Ask Wattle" (potentially containing student/staff names in context), document chunks for embedding (ingest pipeline), observation text for auto-tagging.
Models: gpt-4o, gpt-4o-mini, text-embedding-3-small
Region: US-based (OpenAI servers in US).
Certifications: SOC 2 Type II. Not ISO 27001. No AU-specific data residency.
APP 8 flag: HIGH RISK. If document ingestion includes files containing student health data, IEPs, or incident reports, that data is sent to OpenAI's US servers. OpenAI's zero-data-retention API option (ZDR) should be evaluated. Must be disclosed prominently in privacy policy. Consider whether the embedding pipeline should scrub/anonymise before sending.
Google APIs — Drive & Fonts
Data sent (Drive): Portfolio folder names and file metadata. Potentially file content if Drive is used for storage.
Data sent (Fonts): Client IP address, browser UA string (via CSS @import of Google Fonts — loaded client-side from fonts.googleapis.com/fonts.gstatic.com).
Region: US-based.
Certifications: ISO 27001, SOC 2, ISO 27017/27018.
APP 8 flag: Google Fonts CSS imports leak visitor IPs to Google. Consider self-hosting fonts to eliminate this. Google Drive integration may be disclosed under existing Google Workspace terms for schools.
Upstash Redis — Rate Limiting
Data sent: Rate limit keys (which include authenticated user IDs or IP addresses), request counts.
Region: Upstash offers US, EU, and AP regions — verify which region your instance is in. AP-Southeast-1 (Singapore) or AP-Southeast-2 (Sydney) preferred.
Certifications: SOC 2 Type II.
APP 8 flag: User IDs/IPs sent to US if default region. Moderate risk — no personal data content, just identifiers and counters.
SMS Providers (MessageMedia / Burst SMS)
Data sent: Recipient phone numbers, message body (student names, school names, alert text, guardian names).
Region: Both are Australian-headquartered companies — MessageMedia (Melbourne) and Burst SMS (Sydney). Infrastructure is AU-based.
Certifications: MessageMedia: ISO 27001. Burst SMS: AU-based, SOC 2 status unclear.
APP 8 status: Low risk — both are AU providers. Excellent choice for APP 8 compliance.
KeyPay — Payroll (OAuth integration, not yet live)
Data sent (when live): Staff payroll data, employment details, timesheets. OAuth tokens.
Region: KeyPay is AU-based (Brisbane). Acquired by Employment Hero — servers remain AU.
Certifications: ISO 27001.
APP 8 status: Low risk — AU provider.
Vercel — Hosting & Cron
Data sent: All HTTP traffic, server logs, cron job execution. Includes all API request/response bodies.
Region: Vercel Edge Network — by default global CDN. Serverless functions can be pinned to a region. Verify your Vercel function region (should be syd1 for AU).
Certifications: SOC 2 Type II.
APP 8 flag: If functions run in US (default), all data transits US infrastructure. Pin to syd1.
3. Telemetry & Phone-Home
Next.js telemetry: Not explicitly disabled. Next.js collects anonymous build/usage telemetry by default. Add NEXT_TELEMETRY_DISABLED=1 to your .env / Vercel environment variables.
No analytics SDKs found: No PostHog, Mixpanel, Segment, Google Analytics, or similar. Good.
No error tracking found: No Sentry, Bugsnag, Datadog, etc. Consider adding Sentry (AU region available) for production error visibility — but document it when you do.
Capacitor plugins: No known telemetry in the Capacitor plugins used, but @capacitor/push-notifications uses APNs (Apple, US) and FCM (Google, US) for push delivery by design.
4. next.config.mjs — Trusted Image Domains

remotePatterns: [
  { protocol: 'https', hostname: '*.supabase.co' },      // Supabase Storage
  { protocol: 'https', hostname: '*.googleusercontent.com' }, // Google OAuth avatars
]
These are tightly scoped. No wildcard * or http:// patterns. Good.

5. Iframes & Embedded Third-Party Content
No <iframe> tags found anywhere in the codebase. Good.

6. Content Security Policy
CSP is implemented in src/proxy.ts with per-request nonces. Trusted external domains:

Directive	External domains allowed
script-src	None (nonce only)
style-src	https://fonts.googleapis.com
font-src	https://fonts.gstatic.com
img-src	https://*.supabase.co
media-src	https://*.supabase.co
connect-src	https://*.supabase.co, wss://*.supabase.co, https://*.upstash.io
frame-src	'none'
frame-ancestors	'none'
Gaps: Stripe's JS SDK (js.stripe.com) and the Google Fonts CSS are loaded but not in the CSP connect-src or script-src. If Stripe.js is loaded client-side, you'll need to add https://js.stripe.com to script-src. Verify whether Stripe.js is loaded and whether the CSP is blocking it in practice.

7. Priority Actions for APP 8 Compliance
Priority	Action
Critical	Upgrade next to >=16.1.7 to patch CSRF vulnerability
Critical	Confirm Supabase project region in dashboard — must be ap-southeast-2 for AU data residency
Critical	Confirm Vercel serverless function region is syd1
High	Audit what documents are ingested into OpenAI embeddings — if they contain health/student data, implement scrubbing or switch to a self-hosted embedding model, OR document under APP 8
High	Add NEXT_TELEMETRY_DISABLED=1 to all environments
High	Update Privacy Policy to explicitly name: Supabase (region), Resend (US), Stripe (AU entity), OpenAI (US), Google (US), Upstash (region TBC), Vercel (region)
Medium	Confirm Upstash Redis instance region — set to ap-southeast-2 if possible
Medium	Self-host Google Fonts to eliminate IP leakage to Google CDN
Medium	Verify Stripe.js CSP directive — add https://js.stripe.com if needed
Low	Run npm update to clear transitive HIGH/MODERATE vulnerabilities in build tools
Low	Evaluate adding Sentry (AU region) for production error tracking

ST4S Documentation Audit — WattleOS
What exists (and is solid)
The three published legal pages are comprehensive:

Document	Route	State
Privacy Policy	/legal/privacy	Complete — 12 sections, APP-aligned, NDB scheme covered
Terms of Service	/legal/terms	Complete — 13 sections, data ownership, AUP basics
Data Processing Agreement	/legal/data-processing	Complete — 10 sections + Schedule A (technical measures)
There's also a DEPLOYMENT_CHECKLIST.md, PRODUCTION_AUDIT_REPORT.md, and a session-security.md for shared-device session timeout.

What's missing or incomplete
Critical gaps (block ST4S submission)
1. Incident Response Plan — referenced in the DPA ("documented incident response plan") but never published as a standalone document. ST4S requires schools to see the actual plan, not just a promise one exists. Needs: detection → investigation → notification → recovery → post-incident review, with roles, timelines, and communication templates.

2. Vulnerability Disclosure Policy — does not exist. ST4S expects a published channel for responsible disclosure. Needs: security@wattleos.au, safe-harbor clause, scope, response timeline.

3. Data Breach Notification Procedure — the DPA promises 24h notification to schools and OAIC reporting, but never defines what qualifies as an "eligible data breach" under the NDB scheme. Needs: breach definition, eligible vs. non-eligible criteria, decision flowchart, notification templates.

4. Ask Wattle LLM data handling — the privacy policy lists 6 subprocessors but Anthropic (Claude API) is not listed. Student data context is passed to the LLM for Ask Wattle's 35+ tools. This is a material gap — ST4S will flag it directly.

High priority (needed before multi-school rollout)
5. Backup & Disaster Recovery Plan — the DPA says "daily automated backups, Sydney region" but there's no RTO/RPO statement, no tested restore procedure, and no DR test schedule. The deployment checklist even marks "disaster recovery test" as not yet done.

6. Data Retention Schedule (granular) — current policy says "90 days after termination then deleted." No per-type breakdown: audit logs (regulatory retention?), incident records (Reg 87 retention period), medical data, parent communications.

7. Access Control Policy — the permissions system exists in code (permissions.ts, RBAC roles) but there's no policy document. Needs: permission matrix, least-privilege statement, account lifecycle (creation/modification/termination), access review cadence.

8. Subprocessor DPA links — the list is accurate (Supabase, Vercel, Stripe, Xero, KeyPay, Google Workspace) but no certification links or their own DPAs are referenced. Schools doing due diligence will ask for these.

Medium priority
9. Data Flow Diagrams — nothing exists. School → WattleOS → Supabase → backups → integrations, showing where data crosses borders and where encryption applies. Required for serious security assessments.

10. Cookie/Tracking Disclosure — covered in Privacy Policy §10 (essential-only cookies) but no dedicated /legal/cookies page and no cookie table (name, type, purpose, duration). Some school procurement checklists specifically require this as a separate document.

11. /.well-known/security.txt — 30-minute task, expected by security reviewers. Not present.

Exists but not a gap
12. API documentation — WattleOS is not a public API product; schools don't integrate directly, so this isn't required for ST4S.

13. Change management / deployment procedures — DEPLOYMENT_CHECKLIST.md covers this reasonably well.

14. /security or /trust page — no dedicated page. The legal pages cover the substance but there's no consolidated trust/security landing page for schools evaluating the product.

Summary scorecard
#	Document	Status	ST4S impact
1	Privacy Policy	Complete
2	Terms of Service / AUP	Mostly complete
3	Data Processing Agreement	Complete
4	Security whitepaper / trust page	Missing	Medium
5	Incident Response Plan	Referenced, not published	Critical
6	Data Breach Notification Procedure	Partial — no breach criteria	Critical
7	Data Retention & Deletion Policy	Generic — no per-type schedule	High
8	Backup & Disaster Recovery	Mentioned — no RTO/RPO/test	High
9	Access Control Policy	In code — no policy doc	High
10	Subprocessor list	Listed — no DPA links	High
11	Data Flow Diagrams	Missing	High
12	API documentation	N/A — not a public API	N/A
13	Change management procedures	Covered in checklist
14	Vulnerability Disclosure Policy	Missing	Critical
15	Cookie/tracking disclosure	In privacy policy — no dedicated page	Medium
+	Anthropic/LLM as unlisted subprocessor	Missing	Critical
+	/.well-known/security.txt	Missing	Low

WattleOS — NDB & ST4S Security Audit Report
Date: 28 March 2026

Executive Summary
WattleOS has solid architectural foundations but has critical gaps that must be addressed before production deployment. Overall NDB readiness: 65/100.

1. Incident Response Plan
What exists
src/lib/actions/incidents.ts — Full incident lifecycle: create → parent notification (24h) → NQA regulator notification → closure
